index,xmin,ymin,xmax,ymax,confidence,class,name
0,74.34454345703125,167.97410583496094,124.11425018310547,215.76695251464844,0.9521140456199646,0,rbc
1,189.40109252929688,0.0,239.10044860839844,48.40919876098633,0.9445977210998535,0,rbc
2,165.84100341796875,209.5719451904297,223.7830810546875,255.28909301757812,0.9445972442626953,0,rbc
3,11.535174369812012,192.2026824951172,68.42581939697266,254.27671813964844,0.9443977475166321,0,rbc
4,141.86642456054688,108.1133804321289,188.58245849609375,165.3647003173828,0.9437294602394104,0,rbc
5,225.2942657470703,189.3845672607422,255.81101989746094,243.1220703125,0.9426249861717224,0,rbc
6,177.15975952148438,154.1092529296875,229.9829559326172,205.15286254882812,0.9422698616981506,0,rbc
7,127.35932922363281,169.48562622070312,172.798583984375,218.6637420654297,0.9403903484344482,0,rbc
8,189.39340209960938,96.08778381347656,248.23374938964844,151.6683807373047,0.9380010366439819,0,rbc
9,65.47932434082031,95.88927459716797,112.20879364013672,153.11732482910156,0.9349578619003296,0,rbc
10,76.3805160522461,217.88645935058594,139.4392852783203,256.0,0.9345918297767639,0,rbc
11,36.5188102722168,18.64585304260254,85.39127349853516,102.6631851196289,0.9332464337348938,0,rbc
12,0.499978631734848,0.010952758602797985,53.67805099487305,35.58418655395508,0.9296632409095764,0,rbc
13,9.908920288085938,140.89671325683594,62.979347229003906,192.37759399414062,0.9236618876457214,0,rbc
14,81.58769989013672,2.291980028152466,190.20884704589844,121.51118469238281,0.9154685735702515,1,wbc
15,0.0,35.979915618896484,51.379058837890625,126.3969955444336,0.9010735750198364,0,rbc
16,235.78543090820312,56.11552810668945,255.8585205078125,118.5472640991211,0.8837745189666748,0,rbc
17,242.39805603027344,119.39472961425781,256.0,183.65367126464844,0.8053643703460693,0,rbc
18,0.09341583400964737,185.49147033691406,8.61156177520752,239.77163696289062,0.6977759003639221,0,rbc
19,0.0,123.86820220947266,9.660152435302734,180.9329071044922,0.6948434114456177,0,rbc
20,248.3680419921875,6.634544372558594,256.0,56.81528854370117,0.6558573246002197,0,rbc
21,0.0,245.7943115234375,40.518856048583984,256.0,0.5500316619873047,0,rbc
22,83.23453521728516,0.20696869492530823,141.2200164794922,18.887380599975586,0.4055424630641937,0,rbc
23,200.7511444091797,248.8928680419922,244.495361328125,255.7492218017578,0.3523271083831787,0,rbc
